1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q3,231317.00,36585.00,-39143.00,128517.00,-5091.00,110449.00,231317.00,8377.00,413.00,53774.00,-39749.00,-6061.00,192670.00,2482.00,-89.00,69860.00,59263.00,34584.00,19324.00,1082.00,6341.00,7570.00,-7747.00,30270.00,231317.00,4440.00,-17348.00,3824.00,933.00,0.00,17030.00,171547.00,6453.00,11628.00,7751.00,2013.00,-4278.00,2033.00,19893.00,-33032.00,14747.00,5874.00,45938.00,8918.00,-1675.00,0.00,57742.00,-1271.00,7764.00,274.00,54704.00,564.00,-34493.00,55331.00
2000:Q4,276479.00,43149.00,-17162.00,153825.00,13790.00,82877.00,276479.00,-1765.00,1171.00,2152.00,-17457.00,12369.00,259645.00,4584.00,22.00,76770.00,77350.00,87572.00,15765.00,-764.00,-1644.00,5663.00,-5673.00,18599.00,276479.00,95176.00,80967.00,-4006.00,1182.00,0.00,17033.00,100565.00,290.00,6666.00,11644.00,1513.00,-342.00,-1257.00,8385.00,-48980.00,8554.00,16572.00,88429.00,-27775.00,-4187.00,0.00,70847.00,-2703.00,6168.00,1380.00,-20133.00,-685.00,-13821.00,80738.00
2001:Q1,299169.00,-55165.00,32564.00,108503.00,28840.00,184427.00,299169.00,137843.00,1155.00,77480.00,32005.00,27203.00,147516.00,3334.00,-143.00,66483.00,42579.00,19260.00,-24863.00,2854.00,-5937.00,24027.00,19922.00,13810.00,299169.00,-127311.00,-141004.00,-11527.00,1432.00,0.00,23788.00,335365.00,12039.00,-18646.00,3322.00,-1652.00,7129.00,-8387.00,28045.00,19306.00,10977.00,-23228.00,124168.00,24684.00,-1736.00,0.00,62517.00,9264.00,3901.00,191.00,93709.00,736.00,-10974.00,91115.00
2001:Q2,86895.00,-130953.00,-146082.00,173556.00,39001.00,151373.00,86895.00,-33831.00,3668.00,74116.00,-145801.00,34186.00,131777.00,-1193.00,-466.00,71709.00,101566.00,52123.00,9917.00,-2304.00,8906.00,2472.00,-110953.00,-11051.00,86895.00,-12045.00,-43864.00,-960.00,1182.00,0.00,31597.00,36319.00,11248.00,20155.00,6978.00,-346.00,-3072.00,-1031.00,31989.00,-19360.00,13314.00,10874.00,13844.00,47682.00,-29.00,0.00,65165.00,5028.00,-7210.00,1568.00,-29810.00,-632.00,-130036.00,62621.00
2001:Q3,343159.00,-37114.00,82040.00,204648.00,8686.00,84899.00,343159.00,109186.00,2138.00,19138.00,81952.00,5958.00,254730.00,1217.00,-323.00,81669.00,123067.00,72112.00,4550.00,1874.00,3151.00,3716.00,-36303.00,-20757.00,343159.00,33383.00,19353.00,5198.00,430.00,0.00,8402.00,252735.00,-974.00,42227.00,8416.00,904.00,7454.00,5423.00,39897.00,-17327.00,16058.00,-29627.00,104140.00,-24174.00,-124.00,0.00,67128.00,1790.00,6413.00,2447.00,77702.00,-323.00,-54715.00,57041.00
2001:Q4,469355.00,31589.00,87239.00,155431.00,46158.00,148938.00,469355.00,175133.00,6866.00,43200.00,87056.00,38011.00,278424.00,5.00,59.00,84287.00,71327.00,107416.00,736.00,2218.00,-4721.00,-6635.00,23732.00,15798.00,469355.00,44343.00,4754.00,7949.00,682.00,0.00,30958.00,311984.00,17539.00,69037.00,3311.00,3316.00,8466.00,7075.00,16557.00,-19539.00,30036.00,-10727.00,33687.00,46494.00,5104.00,0.00,45943.00,17399.00,15906.00,4513.00,-50514.00,4091.00,64290.00,113028.00
2002:Q1,325651.00,-62565.00,39185.00,169245.00,23696.00,156090.00,325651.00,100832.00,2112.00,38213.00,38736.00,21771.00,208233.00,-2684.00,-123.00,45058.00,124636.00,50175.00,-12404.00,658.00,-3918.00,2877.00,3958.00,16586.00,325651.00,31764.00,17792.00,-400.00,-32.00,0.00,14404.00,214304.00,23681.00,52009.00,-14533.00,1709.00,10220.00,7121.00,59340.00,10803.00,-10365.00,7372.00,-31732.00,57358.00,3654.00,0.00,64385.00,6072.00,-4192.00,6601.00,-16203.00,2863.00,-21859.00,79583.00
2002:Q2,306813.00,-62872.00,29474.00,121416.00,54051.00,164744.00,306813.00,95849.00,3185.00,12694.00,29921.00,50049.00,187856.00,726.00,-27.00,34777.00,86192.00,61446.00,19164.00,4524.00,4380.00,-4795.00,-18531.00,23108.00,306813.00,76947.00,52371.00,3648.00,-32.00,0.00,20960.00,91265.00,15327.00,32886.00,15455.00,737.00,9779.00,8304.00,39143.00,15512.00,10410.00,-21427.00,-73553.00,7711.00,590.00,0.00,22051.00,7253.00,4525.00,6018.00,53412.00,492.00,-63360.00,138601.00
2002:Q3,272767.00,-7735.00,100215.00,115369.00,25491.00,39427.00,272767.00,105718.00,1434.00,-19535.00,100610.00,23209.00,163730.00,-1215.00,127.00,72389.00,42585.00,48045.00,621.00,5288.00,3809.00,7661.00,-15580.00,3319.00,272767.00,-46031.00,-76036.00,12817.00,-32.00,0.00,17220.00,207499.00,13508.00,29067.00,18398.00,-2.00,-8776.00,6370.00,63675.00,-9241.00,15732.00,-17993.00,-12966.00,15283.00,-44.00,100.00,27939.00,26149.00,9271.00,3693.00,-17172.00,-446.00,44954.00,111299.00
2002:Q4,496345.00,34076.00,112719.00,141120.00,56185.00,152245.00,496345.00,163568.00,5838.00,-3984.00,112824.00,48890.00,313212.00,2690.00,-411.00,67609.00,73406.00,96347.00,42025.00,3547.00,-5990.00,14541.00,19448.00,19565.00,496345.00,80840.00,36758.00,5201.00,-32.00,0.00,38913.00,312221.00,25215.00,46825.00,3442.00,1546.00,8595.00,16012.00,61595.00,-25790.00,21975.00,-18764.00,90476.00,26677.00,4442.00,-17.00,43534.00,35316.00,8496.00,-4262.00,9692.00,-713.00,-42071.00,103284.00
2003:Q1,339178.00,-15982.00,41439.00,127915.00,31057.00,154749.00,339178.00,88095.00,4090.00,16146.00,41044.00,26815.00,271867.00,2262.00,-117.00,56438.00,71872.00,83541.00,3205.00,3540.00,9608.00,16413.00,25105.00,-20784.00,339178.00,-98600.00,-95407.00,1540.00,344.00,0.00,-5077.00,337631.00,12058.00,64575.00,8558.00,-1013.00,12627.00,10427.00,52239.00,19546.00,-65111.00,-18276.00,-18787.00,49206.00,6494.00,-287.00,37959.00,31223.00,8559.00,410.00,46464.00,5455.00,75305.00,100147.00
2003:Q2,397418.00,-30664.00,117042.00,110724.00,59737.00,140579.00,397418.00,194682.00,3770.00,18893.00,117171.00,54848.00,179504.00,1832.00,-80.00,48109.00,62486.00,59941.00,44806.00,4285.00,-4057.00,-142.00,-37676.00,23232.00,397418.00,-53508.00,-72834.00,2940.00,345.00,0.00,16041.00,282217.00,10654.00,55107.00,6817.00,2841.00,4950.00,10435.00,53690.00,13904.00,61000.00,-25329.00,4185.00,65011.00,14423.00,104.00,-9711.00,33696.00,16114.00,1220.00,-49808.00,5869.00,7044.00,168709.00
2003:Q3,384223.00,-32638.00,117072.00,197182.00,12221.00,90386.00,384223.00,159363.00,2766.00,30681.00,117086.00,8830.00,254062.00,480.00,12.00,114968.00,82200.00,45953.00,13880.00,6721.00,2465.00,2184.00,-14801.00,-29202.00,384223.00,56926.00,43348.00,12601.00,344.00,0.00,633.00,233782.00,3998.00,-43557.00,-18587.00,3694.00,-1259.00,16646.00,31194.00,14588.00,9972.00,33032.00,-26555.00,12537.00,10586.00,393.00,95350.00,23575.00,18629.00,-14.00,33799.00,-6710.00,22471.00,93516.00
2003:Q4,518202.00,-2675.00,147563.00,148015.00,34540.00,190759.00,518202.00,152485.00,3180.00,-26065.00,145406.00,29964.00,319261.00,1719.00,122.00,31358.00,118814.00,75061.00,43384.00,9283.00,-1649.00,16956.00,24213.00,46456.00,518202.00,72988.00,68762.00,-6235.00,345.00,0.00,10116.00,288022.00,10539.00,86969.00,-10283.00,621.00,1567.00,22860.00,20637.00,24290.00,25711.00,30093.00,-39526.00,32024.00,3919.00,511.00,860.00,-4814.00,9982.00,4032.00,49044.00,-953.00,19939.00,157192.00
2004:Q1,406918.00,35923.00,121804.00,4803.00,45127.00,199261.00,406918.00,201658.00,3152.00,39012.00,122070.00,37424.00,173473.00,89.00,-42.00,1400.00,3137.00,90988.00,13038.00,10594.00,12987.00,25696.00,15586.00,31787.00,406918.00,60815.00,41168.00,3034.00,1740.00,0.00,14873.00,125492.00,7419.00,97940.00,11021.00,1522.00,3037.00,22235.00,41708.00,753.00,-13573.00,32595.00,-71443.00,-38091.00,2257.00,1282.00,2981.00,3507.00,-4871.00,14552.00,-19837.00,54.00,30444.00,220612.00
2004:Q2,290641.00,-24428.00,49650.00,72936.00,74756.00,117727.00,290641.00,101756.00,5597.00,-15620.00,48739.00,63040.00,196341.00,3877.00,26.00,53703.00,20144.00,119045.00,9373.00,8724.00,618.00,4022.00,-23191.00,-7456.00,290641.00,24051.00,-17947.00,-2246.00,1740.00,0.00,42504.00,57735.00,13307.00,4192.00,-8732.00,2286.00,1971.00,15888.00,33438.00,1834.00,9737.00,21985.00,-64457.00,83436.00,5639.00,886.00,11374.00,-1387.00,-9972.00,2393.00,-81101.00,141.00,14877.00,208855.00
2004:Q3,396873.00,5564.00,98458.00,43765.00,37002.00,212084.00,396873.00,141436.00,1426.00,7094.00,98420.00,34496.00,209606.00,1033.00,75.00,29570.00,14233.00,128561.00,21242.00,3450.00,8301.00,15106.00,-11965.00,45831.00,396873.00,70499.00,56705.00,3090.00,1740.00,0.00,8964.00,168580.00,12950.00,-45737.00,2886.00,745.00,-7620.00,15956.00,35666.00,-2319.00,18384.00,-13387.00,-32121.00,8258.00,-111.00,562.00,20799.00,-21780.00,4174.00,9191.00,126709.00,341.00,35034.00,157794.00
2004:Q4,463478.00,89131.00,133541.00,-6343.00,49636.00,197513.00,463478.00,168057.00,4077.00,-14601.00,133619.00,44962.00,263839.00,7450.00,85.00,-9674.00,3253.00,138288.00,60654.00,39140.00,-6660.00,14668.00,16635.00,31582.00,463478.00,163228.00,122506.00,12307.00,1740.00,0.00,26675.00,83552.00,17478.00,-16469.00,11901.00,1085.00,2282.00,15429.00,25911.00,-2095.00,31470.00,-16700.00,20442.00,23927.00,2901.00,1049.00,-46753.00,8333.00,2955.00,6767.00,-60127.00,1928.00,51838.00,216698.00
2005:Q1,476410.00,40507.00,153297.00,-12401.00,59171.00,235836.00,476410.00,223414.00,3102.00,12048.00,153112.00,55152.00,235839.00,4538.00,-95.00,-35379.00,23163.00,157187.00,17967.00,12038.00,2789.00,21984.00,31647.00,17157.00,476410.00,41036.00,-8665.00,17030.00,1519.00,0.00,31152.00,279259.00,-493.00,138355.00,38759.00,591.00,3754.00,22531.00,47108.00,6864.00,-9547.00,5390.00,-50523.00,14688.00,2659.00,2926.00,-31845.00,6634.00,-7809.00,1951.00,43469.00,-1143.00,44940.00,156115.00
2005:Q2,311733.00,59378.00,-33702.00,18906.00,64062.00,203089.00,311733.00,1029.00,2267.00,-15349.00,-34048.00,48159.00,278446.00,563.00,118.00,-15917.00,35169.00,181773.00,3332.00,16399.00,-1306.00,5356.00,52959.00,32258.00,311733.00,91747.00,50638.00,1682.00,1519.00,0.00,37908.00,65442.00,7396.00,-8178.00,17987.00,1255.00,-2734.00,11978.00,20447.00,8061.00,11537.00,1377.00,-41825.00,33009.00,920.00,865.00,-25865.00,-12924.00,4339.00,5929.00,15338.00,8622.00,7908.00,154544.00
2005:Q3,300289.00,62264.00,86898.00,-24806.00,43462.00,132471.00,300289.00,137549.00,5689.00,18988.00,86804.00,26068.00,142260.00,2147.00,21.00,-67313.00,42601.00,182599.00,-40679.00,7225.00,7000.00,12870.00,-4211.00,20480.00,300289.00,32303.00,-34387.00,5428.00,1520.00,0.00,59742.00,86337.00,11638.00,14161.00,22881.00,-198.00,-9803.00,22891.00,28885.00,11769.00,16522.00,8094.00,-1591.00,43906.00,-189.00,1766.00,-17141.00,2551.00,-48343.00,4112.00,-26933.00,-11712.00,13071.00,181649.00
2005:Q4,573673.00,82924.00,140800.00,98299.00,56252.00,195398.00,573673.00,158912.00,3383.00,-22332.00,140999.00,36862.00,391213.00,6233.00,-10.00,34568.00,63532.00,218030.00,47681.00,-2828.00,-8359.00,8020.00,24346.00,23548.00,573673.00,121338.00,71220.00,16248.00,1519.00,0.00,32351.00,207467.00,7855.00,-11958.00,-1118.00,-759.00,-597.00,6701.00,12788.00,17194.00,29517.00,16714.00,94684.00,25439.00,-1181.00,1201.00,-6440.00,-17546.00,-676.00,945.00,42708.00,-2665.00,-5339.00,244868.00
2006:Q1,567201.00,57913.00,142234.00,75968.00,15286.00,275800.00,567201.00,180300.00,2083.00,30425.00,141981.00,5811.00,330564.00,4449.00,-14.00,-2514.00,78735.00,202212.00,-4574.00,10871.00,8775.00,9141.00,23483.00,56337.00,567201.00,74298.00,77275.00,-6019.00,368.00,0.00,2674.00,310415.00,14327.00,80223.00,-1437.00,-93.00,7700.00,15101.00,28337.00,2557.00,-12841.00,28261.00,13774.00,51692.00,2611.00,752.00,5432.00,2025.00,-3047.00,1804.00,16363.00,2146.00,54728.00,182488.00
2006:Q2,453377.00,65648.00,-70283.00,113440.00,63017.00,281555.00,453377.00,26511.00,8408.00,50207.00,-70226.00,38122.00,356781.00,6506.00,-39.00,48789.00,64594.00,169568.00,22639.00,2531.00,1633.00,28342.00,12218.00,70085.00,453377.00,49673.00,17956.00,2947.00,369.00,0.00,28401.00,166242.00,7822.00,57227.00,21054.00,-1857.00,-3356.00,12268.00,14945.00,14087.00,9077.00,23859.00,22293.00,32284.00,4118.00,2283.00,6851.00,-5736.00,-10652.00,11251.00,-32213.00,1519.00,-20882.00,237462.00
2006:Q3,439857.00,100965.00,58552.00,55785.00,26742.00,197813.00,439857.00,90787.00,62.00,13499.00,58298.00,18928.00,245037.00,4786.00,-17.00,-20874.00,76913.00,183707.00,2729.00,3535.00,1242.00,8645.00,-15629.00,104033.00,439857.00,-58178.00,-90373.00,-3777.00,368.00,0.00,35604.00,232945.00,2560.00,-23434.00,3553.00,-1385.00,-9180.00,7150.00,6653.00,28110.00,17234.00,-773.00,90322.00,33791.00,-1970.00,708.00,-19943.00,20257.00,-6341.00,8378.00,63582.00,1549.00,12124.00,265090.00
2006:Q4,635104.00,92695.00,88971.00,82699.00,81541.00,289198.00,635104.00,203970.00,5883.00,55780.00,89095.00,53212.00,384346.00,13898.00,-209.00,10181.00,72394.00,237834.00,26899.00,-3035.00,-5223.00,22533.00,9074.00,46788.00,635104.00,-75451.00,-125980.00,5690.00,367.00,0.00,44472.00,426885.00,9991.00,18440.00,8192.00,-2225.00,-1982.00,17607.00,-15082.00,13394.00,31057.00,28601.00,100898.00,99020.00,1326.00,1987.00,2769.00,29559.00,1325.00,14987.00,38684.00,1033.00,27304.00,283670.00
2007:Q1,700412.00,47106.00,137230.00,131680.00,74390.00,310006.00,700412.00,251682.00,2564.00,54541.00,136901.00,57676.00,383393.00,6183.00,-155.00,16350.00,115659.00,169429.00,-19469.00,15532.00,14864.00,21794.00,43206.00,65337.00,700412.00,19054.00,-20376.00,-21717.00,631.00,0.00,60516.00,350667.00,1986.00,24992.00,26639.00,-530.00,6048.00,9609.00,19183.00,7024.00,-11666.00,15775.00,87287.00,53272.00,9701.00,1705.00,-21719.00,6963.00,4300.00,10522.00,90441.00,-2492.00,11627.00,330691.00
2007:Q2,520958.00,106164.00,-120817.00,161695.00,83040.00,290876.00,520958.00,35973.00,7328.00,101510.00,-120841.00,47976.00,373518.00,7106.00,75.00,40007.00,121712.00,169247.00,-9211.00,-3760.00,9963.00,31048.00,7331.00,111467.00,520958.00,-9588.00,-50999.00,-1585.00,629.00,0.00,42367.00,250332.00,9621.00,23790.00,27912.00,-251.00,330.00,11620.00,13321.00,7025.00,-9645.00,32047.00,62416.00,82540.00,7740.00,3904.00,12289.00,14307.00,2834.00,1248.00,-96949.00,-1556.00,45789.00,280214.00
2007:Q3,629935.00,-253942.00,122160.00,313741.00,29436.00,418540.00,629935.00,142429.00,1548.00,3134.00,121957.00,15790.00,436673.00,3373.00,-121.00,138147.00,175797.00,65862.00,16778.00,-4716.00,-7342.00,35765.00,13130.00,50833.00,629935.00,392842.00,399258.00,-25759.00,631.00,0.00,18712.00,188944.00,-10890.00,17463.00,12364.00,-1804.00,-1266.00,3440.00,15464.00,7024.00,21181.00,-6977.00,102380.00,34513.00,786.00,2761.00,-31690.00,2069.00,3982.00,-24524.00,132275.00,4927.00,-94534.00,48149.00
2007:Q4,584739.00,-68831.00,132189.00,298194.00,72305.00,150882.00,584739.00,230817.00,11040.00,42947.00,132375.00,44455.00,346786.00,8059.00,221.00,85160.00,212848.00,-17309.00,-6006.00,-6310.00,-21470.00,40792.00,50801.00,7136.00,584739.00,159310.00,156697.00,-12614.00,629.00,0.00,14598.00,227921.00,-39021.00,-8176.00,16087.00,-1153.00,-2861.00,1953.00,-6298.00,7022.00,46019.00,-7214.00,144157.00,69505.00,245.00,4991.00,6500.00,22398.00,-6599.00,6070.00,82836.00,21585.00,-130125.00,197508.00
2008:Q1,408525.00,-4263.00,184819.00,166064.00,35935.00,25970.00,408525.00,260541.00,3017.00,49892.00,185138.00,22494.00,164110.00,-31.00,-142.00,26154.00,139591.00,-39493.00,20425.00,-23592.00,15566.00,34463.00,-8831.00,-16126.00,408525.00,-26146.00,15698.00,-39743.00,-1971.00,0.00,-130.00,277028.00,-149377.00,-9032.00,19967.00,-841.00,4908.00,2865.00,15328.00,-203.00,-4824.00,3067.00,301592.00,-1665.00,-821.00,4897.00,34014.00,-8075.00,9002.00,-7589.00,60376.00,1413.00,2026.00,157643.00
2008:Q2,353079.00,-36218.00,-41911.00,322027.00,43496.00,65685.00,353079.00,69298.00,10493.00,96055.00,-41848.00,4598.00,283689.00,-525.00,-37.00,161752.00,160212.00,-72507.00,-16371.00,-913.00,4112.00,73852.00,-25886.00,92.00,353079.00,137815.00,157922.00,7131.00,-1972.00,0.00,-25266.00,34235.00,-112393.00,44974.00,-27067.00,2021.00,5469.00,-1588.00,18898.00,-205.00,8875.00,21001.00,-6890.00,69637.00,-3751.00,5637.00,106441.00,-5917.00,-584.00,5148.00,-173072.00,23244.00,54357.00,181029.00
2008:Q3,406341.00,-192361.00,545744.00,182591.00,4778.00,-134411.00,406341.00,576317.00,-2367.00,40806.00,545321.00,-7443.00,-54332.00,-7389.00,0.00,47234.00,135780.00,-91232.00,-17874.00,-12006.00,-7555.00,-58803.00,-42487.00,-115644.00,406341.00,260425.00,306869.00,-2071.00,-1971.00,3311.00,-45713.00,125018.00,12286.00,104803.00,-17518.00,-547.00,-1703.00,-1601.00,-3099.00,-203.00,24755.00,11138.00,-418.00,-6209.00,-1819.00,6905.00,-53291.00,-2688.00,-2711.00,-7658.00,127398.00,-8384.00,-54418.00,20898.00
2008:Q4,612232.00,44080.00,613643.00,98266.00,28462.00,-172219.00,612232.00,631502.00,-491.00,3604.00,613891.00,14498.00,60932.00,8207.00,0.00,26177.00,71841.00,-116341.00,-58464.00,-23784.00,20141.00,34453.00,98702.00,-80202.00,612232.00,262849.00,228819.00,8998.00,-1971.00,51116.00,-24113.00,304273.00,4502.00,-55793.00,55420.00,-2696.00,-4665.00,-6928.00,660.00,-204.00,58446.00,-51887.00,453353.00,-206457.00,-1804.00,5533.00,55456.00,-19875.00,-2693.00,-11948.00,-103461.00,-4385.00,143699.00,45110.00
2009:Q1,339658.00,-175234.00,444148.00,16129.00,32093.00,22522.00,339658.00,555595.00,482.00,87699.00,443350.00,24064.00,-251464.00,-14387.00,0.00,-68561.00,85488.00,-167200.00,-44495.00,-19085.00,-15028.00,-3426.00,-4770.00,35527.00,339658.00,206830.00,187516.00,-1070.00,-1375.00,52284.00,-30525.00,42533.00,283723.00,59699.00,-49487.00,-1785.00,814.00,5036.00,27114.00,2644.00,-17666.00,-19512.00,-107291.00,91000.00,-290.00,12032.00,29710.00,-63855.00,7331.00,4086.00,-117736.00,-19811.00,-83223.00,90295.00
2009:Q2,185883.00,-144841.00,343001.00,-41727.00,46177.00,-16727.00,185883.00,432475.00,3748.00,54400.00,342727.00,31600.00,-305219.00,-2518.00,0.00,-177630.00,136177.00,-160023.00,-56077.00,-3253.00,15098.00,4241.00,-61234.00,58627.00,185883.00,-183416.00,-243449.00,10840.00,-1375.00,44031.00,6537.00,336273.00,436165.00,107101.00,-63131.00,1295.00,13228.00,2942.00,27328.00,2645.00,4985.00,-70736.00,-159455.00,130587.00,-81.00,11478.00,13880.00,-42459.00,5044.00,9874.00,9520.00,4739.00,-108676.00,33026.00
2009:Q3,262614.00,-109707.00,393686.00,-19840.00,27718.00,-29243.00,262614.00,431267.00,1786.00,17092.00,394614.00,17775.00,-230640.00,-7065.00,0.00,-161773.00,141005.00,-168268.00,-11510.00,-4174.00,6888.00,21145.00,-46888.00,61987.00,262614.00,110177.00,83892.00,-5601.00,-1374.00,23131.00,10129.00,164680.00,377184.00,34857.00,3485.00,221.00,5174.00,8856.00,30537.00,2644.00,16700.00,-16860.00,-241750.00,157266.00,1074.00,11002.00,-29588.00,-65231.00,-4849.00,6070.00,-62310.00,739.00,-70541.00,-12243.00
2009:Q4,291256.00,-32016.00,324844.00,-14466.00,66422.00,-53528.00,291256.00,397586.00,823.00,16459.00,325137.00,55167.00,-186769.00,-4375.00,0.00,-110418.00,95659.00,-136091.00,-13697.00,-131.00,-11174.00,-32260.00,25718.00,80439.00,291256.00,-11419.00,-27313.00,12147.00,-1375.00,23094.00,-17972.00,253306.00,252137.00,46370.00,-45999.00,-1881.00,7276.00,9839.00,42264.00,2645.00,65322.00,17871.00,-128376.00,137600.00,770.00,11454.00,-69402.00,-68305.00,-1275.00,-126.00,-8874.00,1560.00,-17564.00,49369.00
2010:Q1,441934.00,-56697.00,460998.00,70801.00,35580.00,-68748.00,441934.00,567764.00,1445.00,79359.00,461084.00,25876.00,-175938.00,-6046.00,0.00,35498.00,35217.00,-130920.00,-69334.00,8900.00,-599.00,-18860.00,-29794.00,50108.00,441934.00,88036.00,74861.00,608.00,615.00,-9990.00,21942.00,225817.00,169552.00,27140.00,-7760.00,-2652.00,14328.00,5244.00,36480.00,29050.00,-15296.00,5997.00,-208935.00,153818.00,448.00,10305.00,4926.00,-35991.00,-12979.00,6296.00,27581.00,789.00,17476.00,128081.00
2010:Q2,143420.00,-53048.00,348464.00,-18374.00,1937.00,-135559.00,143420.00,365216.00,-2051.00,25472.00,348733.00,-6938.00,-203230.00,10540.00,0.00,-84919.00,66276.00,-112576.00,-25046.00,-6386.00,8655.00,-29594.00,-30180.00,-18566.00,143420.00,22692.00,31750.00,7567.00,616.00,-10995.00,-6246.00,26196.00,45488.00,-30401.00,13261.00,-3799.00,11014.00,-2759.00,32146.00,29050.00,8263.00,-2879.00,-121789.00,103320.00,46.00,11373.00,-27980.00,-40683.00,3080.00,6346.00,-13844.00,-17443.00,24386.00,94532.00
2010:Q3,423428.00,22500.00,406665.00,-65740.00,3253.00,56750.00,423428.00,507503.00,-2694.00,100129.00,406786.00,3282.00,-117169.00,-20158.00,0.00,-115299.00,49438.00,-86784.00,-17742.00,2011.00,-4792.00,51110.00,25047.00,33094.00,423428.00,-173437.00,-192459.00,11682.00,614.00,-10824.00,17550.00,309001.00,-15565.00,92700.00,123627.00,-2660.00,-10560.00,3625.00,53013.00,29051.00,21559.00,-7696.00,-105622.00,109041.00,323.00,8815.00,-22862.00,-26554.00,-7158.00,15717.00,12105.00,45019.00,-6917.00,287864.00
2010:Q4,389956.00,6830.00,429124.00,-25555.00,64291.00,-84734.00,389956.00,513366.00,1842.00,30924.00,429314.00,51286.00,-183463.00,-53654.00,0.00,-69046.00,43301.00,-74455.00,1195.00,-3525.00,33607.00,-45233.00,-15653.00,60053.00,389956.00,-7107.00,-10524.00,-4285.00,615.00,-15056.00,22143.00,268159.00,116781.00,45717.00,-139846.00,-352.00,16349.00,-6798.00,18922.00,29050.00,62043.00,27785.00,33154.00,79968.00,623.00,-788.00,-26788.00,-5940.00,-2718.00,17015.00,19070.00,-10508.00,-4580.00,128904.00
2011:Q1,345865.00,73742.00,245788.00,50546.00,-16554.00,-7657.00,345865.00,289469.00,-127.00,62616.00,246086.00,-19106.00,-22204.00,-18332.00,0.00,2775.00,47473.00,-66372.00,-14667.00,7474.00,-1484.00,11066.00,9863.00,78600.00,345865.00,-97858.00,-53954.00,-14634.00,276.00,-10778.00,-18768.00,335522.00,249002.00,21610.00,-3695.00,-285.00,19346.00,7367.00,33469.00,18756.00,-10235.00,10977.00,-33115.00,-23847.00,-928.00,7418.00,-10390.00,-259.00,313.00,49940.00,-161.00,-281.00,520.00,108201.00
2011:Q2,-82488.00,-49684.00,6014.00,-70990.00,-31076.00,63248.00,-82488.00,16629.00,-1172.00,46376.00,6053.00,-34628.00,-185735.00,-1399.00,0.00,-119979.00,48950.00,-43049.00,-11505.00,-72.00,-18173.00,-46713.00,6205.00,86618.00,-82488.00,-146662.00,-94166.00,521.00,275.00,-34770.00,-18522.00,-2483.00,234999.00,-34618.00,4902.00,-1390.00,4932.00,-4381.00,13085.00,18757.00,-187114.00,-1320.00,-64379.00,21428.00,502.00,10921.00,-16716.00,-3862.00,1721.00,27823.00,-9264.00,2305.00,-20814.00,66657.00
2011:Q3,435796.00,-77160.00,495759.00,7168.00,-14527.00,24556.00,435796.00,547530.00,-4938.00,64414.00,496243.00,-8189.00,-89453.00,210.00,0.00,-34578.00,41262.00,-57946.00,2666.00,-1252.00,-10854.00,-26921.00,-2040.00,-22281.00,435796.00,158644.00,209617.00,-4322.00,276.00,-33153.00,-13774.00,202153.00,-1284.00,61642.00,22170.00,-1648.00,3758.00,850.00,25089.00,18758.00,220177.00,-7096.00,-14430.00,-47581.00,422.00,13051.00,-1654.00,-8072.00,2506.00,23001.00,-44498.00,4562.00,-67570.00,74999.00
2011:Q4,362516.00,-35181.00,390020.00,-7746.00,15707.00,-284.00,362516.00,434412.00,-1200.00,30571.00,390306.00,14735.00,-57172.00,29522.00,0.00,-35417.00,27385.00,-33360.00,-6244.00,1400.00,-7382.00,-17869.00,-15207.00,-14724.00,362516.00,-28690.00,10365.00,9936.00,275.00,-39517.00,-9749.00,437478.00,-38688.00,59713.00,-21222.00,-192.00,2941.00,-4219.00,4990.00,18756.00,73491.00,2144.00,103775.00,198579.00,-395.00,14678.00,-9776.00,-1284.00,-3661.00,7751.00,52652.00,-7460.00,-15095.00,-46272.00
2012:Q1,377304.00,25111.00,382690.00,-44637.00,-835.00,14975.00,377304.00,478631.00,-1759.00,98693.00,381855.00,-158.00,-92878.00,-53009.00,0.00,-68727.00,24925.00,-41262.00,-6924.00,9104.00,6189.00,21346.00,15480.00,-8449.00,377304.00,-194710.00,-133717.00,-24077.00,1054.00,-29655.00,-8315.00,383627.00,-10721.00,60233.00,-8408.00,241.00,18374.00,2804.00,29840.00,35712.00,-16825.00,3916.00,-64152.00,208117.00,354.00,16262.00,-16624.00,-2245.00,-102.00,58112.00,71252.00,-17215.00,14702.00,188387.00
